trope	description	trope_url
Character Level	A numeric representation of the character getting better at their job in discrete leaps.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterLevel
Character Magnetic Team	A group of magnetic heroes that attracts fringe characters and party replacements.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterMagneticTeam
Character Model Karma Meter	Your character's direct appearance reflects your Karma Meter.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterModelKarmaMeter
Character Name Alias	A character uses the name of a fictional character as an alias.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterNameAlias
Character Name And The Noun Phrase	"[Character name] + ""and"" + [insert noun or Adverbly Adjective Noun here]"	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterNameAndTheNounPhrase
Character Name Limits	A limit on the number of characters in a name in a video game.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterNameLimits
Character Narrator	Onscreen character doing the narration.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterNarrator
Character Outlives Actor	Character portrayed by late actor doesn't die, just ceases appearing on-screen.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterOutlivesActor
Character Overlap	Characters in one series crossover to another series.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterOverlap
Character Portrait	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterPortrait
Character Rerailment	Putting a derailed character back on track.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterRerailment
Character Roster Global Warming	New games in a series rarely add more slow but powerful characters.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterRosterGlobalWarming
Characters Dropping Like Flies	Lots of named characters die throughout the course of the series.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharactersDroppingLikeFlies
Character Select Forcing	Parts of the game are designed to make you pick a certain character/strategy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterSelectForcing
Character Shill	Characters of the work stop whatever they're doing to advertise something or to talk about their sponsor.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterShill
Character Shilling	The plot goes out of its way to convince the audience how awesome a character is.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterShilling
Character Signature Song	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterSignatureSong
Character Tics	Behavioural quirks and other idiosyncrasies unique to each character.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterTics
Character Tiers	Ranking list of what characters are the best.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterTiers
Character Title	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterTitle
Character Witness	You are vouched for by the Innocent Bystander whom you helped earlier.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharacterWitness
Char Clone	A blond Ace with a Cool Mask and a Red Baron title who usually has a rivalry with The Hero.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharClone
Charge Attack	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChargeAttack
Charged Attack	Storing energy before unleashing it all at once on a single attack.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChargedAttack
Charge Into Combat Cut	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChargeIntoCombatCut
Charge Meter	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChargeMeter
Chariot Pulled By Cats	Animal-drawn vehicles being pulled behind creatures that are not normally used for such duties, in particular large, predatory animals.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChariotPulledByCats
Chariot Race	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChariotRace
Charity Ball	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharityBall
Charity Motivation Song	A big, extravagant song made to encourage people to donate to charity, often featuring lots of celebrities.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharityMotivationSong
Charity Workplace Calendar	Posing for a workplace calendar to raise money.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharityWorkplaceCalendar
Charles Atlas Superpower	Superhuman abilities through mundane training.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharlesAtlasSuperpower
Charlie And The Chocolate Parody	An episode that's a parody of Charlie and the Chocolate Factory (usually the 1971 movie version specifically).	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharlieAndTheChocolateParody
Charlie Brown Baldness	An illustrated character is ostensibly not bald, but has only two or three visible strands of hair on their head.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharlieBrownBaldness
Charlie Brown From Outta Town	An exiled face returns with a Paper-Thin Disguise.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharlieBrownFromOuttaTown
Charlie Chaplin Shout Out	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharlieChaplinShoutOut
Charm Person	Character influences another's mind. Can be broken.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharmPerson
Charm Point	An accessory that gives the character ability, or so they think.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CharmPoint
Chart Displacement	An artist's best-known song is one that didn't do well on the sales charts.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChartDisplacement
Chased By Angry Natives	When the character gets chased by angry native population.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChasedByAngryNatives
Chased Off Into The Sunset	The story ends with one (angry) character chasing another.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChasedOffIntoTheSunset
Chase Fight	A Chase Scene in which both parties are also shooting at each other in transit.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChaseFight
Chase Scene Obstacle Course	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChaseSceneObstacleCourse
Chasing A Butterfly	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChasingAButterfly
Chasing Your Tail	A Boss Battle characterized by the opponents running in a circle.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChasingYourTail
Chaste Hero	The Hero is clueless about love or lust.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChasteHero
Chaste Toons	Cartoon characters never have children, only young relatives.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChasteToons
Chastity Couple	A romantic but celibate Official Couple.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChastityCouple
Chastity Dagger	A dainty little woman who hides a knife to deter would-be rapists, kidnappers, and the like.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChastityDagger
Chatty Hairdresser	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChattyHairdresser
Cheap Costume	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheapCostume
Cheap Gold Coins	Everyone uses gold coins, even the peasants.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheapGoldCoins
Cheap Heat	"""HELLO, TV TROPES!""note Pro wrestlers addressing the crowd by name."	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheapHeat
Cheat Code	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheatCode
Cheated Angle	The character's iconic feature should NOT be seen from that angle, but is drawn anyway.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheatedAngle
Cheated Death Died Anyway	Narrowly avoiding death in one incident, then getting killed by something else shortly thereafter.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheatedDeathDiedAnyway
Cheaters Never Prosper	Those who cheat are always victim to Laser-Guided Karma.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheatersNeverProsper
Cheating With The Milkman	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheatingWithTheMilkman
Check And Mate	The victor of the battle/match/war goes to explain how the loser lost, and/or how they won.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheckAndMate
Check Please	The Trope: A comedic phrase said in dinners or similar when the character either wants to get the hell out of dodge or is about to get lucky.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheckPlease
Check Point	A place you can restart from instead of the beginning of the level.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheckPoint
Checkpoint Bluff	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheckpointBluff
Checkpoint Charlie	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheckpointCharlie
Check Point Starvation	Check Points are few and far-between, if not entirely absent.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheckPointStarvation
Cheek Copy	Photocopying one's own buttocks.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheekCopy
Cheeky Mouth	The mouth mysteriously migrates to the visible cheek when the character is viewed in profile.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheekyMouth
Cheerful AI	Artificial Intelligence that is programmed to be friendly no matter what.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheerfulAI
Cheerful Child	Sweet little kid.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheerfulChild
Cheerful Funeral	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheerfulFuneral
Cheer Them Up With Laughter	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheerThemUpWithLaughter
Cheer Up Episode	One character is down in the dumps, and the other characters attempt to make them happier.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheerUpEpisode
Cheery Pink	Pink means cheerfulness.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheeryPink
Cheese Eating Surrender Monkeys	Stereotype depicting the French as cowards at war.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheeseEatingSurrenderMonkeys
Cheese Strategy	A strategy that requires minimal skill to surpass when skill is otherwise required.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheeseStrategy
Cheesy Moon	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheesyMoon
Chef Of Iron	Fighting cook.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChefOfIron
Chekhov MIA	If a character related to another major character goes missing at some point in a long-running series, they will appear again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovMIA
Chekhovs Armoury	A whole bunch of unknown Plot Devices present.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsArmoury
Chekhovs Army	A whole bunch of often unrelated minor characters all become important later.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsArmy
Chekhovs Boomerang	A plot device that has already been used once, then unexpectedly turns up again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsBoomerang
Chekhovs Classroom	If you're taught something irrelevant in a story, expect to apply that knowledge later.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsClassroom
Chekhovs Exhibit	If attention is called to a well-protected valuable object on display, it's gonna get stolen before the end of the episode.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsExhibit
Chekhovs Gag	That joke was funny! It's also important later on!	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsGag
Chekhovs Gift	Character A has received a gift from Character B in the past. Expect it to be important to the plot later.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsGift
Chekhovs Gun	A plot device that isn't significant until later in the story.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsGun
Chekhovs Gunman	Earlier-introduced minor character is actually very important.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsGunman
Chekhovs Hobby	A character is said to possess an irrelevant skill early on, and that skill becomes useful later.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsHobby
Chekhovs News	The news reports on something seemingly minor or insignificant, but the subject becomes plot relevant later.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsNews
Chekhovs Party	If a party is mentioned, whether on- or offscreen, you can guarantee something important happened there.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsParty
Chekhovs Skill	A previously noted skill or talent becomes essential to the plot.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsSkill
Chekhovs Time Travel	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsTimeTravel
Chekhovs Volcano	If a volcano is shown, it will erupt. Otherwise it would've been just an ordinary mountain or island.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChekhovsVolcano
Chemically Induced Insanity	A character is given drugs to make them seem insane.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChemicallyInducedInsanity
Chemical Messiah	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChemicalMessiah
Chemistry Can Do Anything	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChemistryCanDoAnything
Cherry Blossom Girl	Characters (usually female) whose appearance, name, symbolic themes and/or attributes make references to Cherry Blossoms.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CherryBlossomGirl
Cherry Blossoms	Common Japanese motif for life, death, spring, love, and renewal.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CherryBlossoms
Cherry Tapping	Defeating someone with a weak attack to humiliate them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CherryTapping
Cherubic Choir	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/CherubicChoir
Cheshire Cat Grin	A really wide smile before a very mischievous act.	http://tvtropes.org/pmwiki/pmwiki.php/Main/CheshireCatGrin
Chessmaster	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Chessmaster
Chessmaster Sidekick	A subservient Chessmaster.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChessmasterSidekick
Chess Motifs	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChessMotifs
Chess With Death	The Grim Reaper can not be bargained with, but will accept a challenge of wits.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChessWithDeath
Chest Blaster	Shooting things from the chest area.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChestBlaster
Chest Burster	A nasty creature within one's body leaves it in a nasty way.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChestBurster
Chest Insignia	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChestInsignia
Chest Monster	Goodies turn out to be baddies.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChestMonster
Chest Of Medals	Military character with a comically large number of medals and/or awards.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChestOfMedals
Chevalier Vs Rogue	Two opposing characters/factions, one with with a knightly theme and another with roguish one.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChevalierVsRogue
Chewbacca Defense	"""Winning"" a debate through methods other than logic and reasoned argument."	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChewbaccaDefense
Chew Bubblegum	Stock Shout-Out towards They Live.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChewBubblegum
Chewing The Scenery	ACTING with EMPHASIS. I'M ACTING!!!	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChewingTheScenery
Chew Out Fake Out	Approval of an action that is disguised as a reprimand.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChewOutFakeOut
Chez Restaurant	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChezRestaurant
Chiaroscuro	One bright light source leaves everything else in shadow.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Chiaroscuro
Chic And Awe	One character assumes that another will be unattractive, but, upon seeing them in person for the first time, discovers that they're incredibly good-looking.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChicAndAwe
Chicken Joke	A long-running joke involving a little chicken crossing a big road.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChickenJoke
Chicken Walker	A humanoid mecha with knee joints that bend backwards instead of forwards.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChickenWalker
Chick Flick	A romantic movie made to appeal to women.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChickFlick
Chickification	Action Girl changes into a type that no longer fits the description, instead now being (possibly) a Damsel in Distress, Neutral Female, etc.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Chickification
Chick Lit	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChickLit
Chick Magnet	He's not trying to attract hordes of women, it's just that they find him irresistible.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChickMagnet
Child By Rape	A child is conceived via rape.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChildByRape
Child Eater	A villain who preys on children, especially for sustenance.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChildEater
Child Hater	Someone who dislikes children.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChildHater
Childhood Brain Damage	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChildhoodBrainDamage
Childhood Friend Romance	Friends in youth, but are they mutual lovers in adulthood?	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChildhoodFriendRomance
Childhood Friends	Childhood friends are more special than normal ones.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ChildhoodFriends
