character_id	description	description_english
721	"所属：古殿町

やぶさめくんは古殿町に８００年前から伝わる神事「流鏑馬」がモチーフの男の子。特技は弓で矢を放つこと。弓矢の精度を上げるため、毎日のイメージトレーニングと正座での精神統一は欠かしません。"	"Affiliation: Furudono Town

Yabusame-kun is a boy with the motif of ""Narutoba"", a Shinto ritual that has been passed down in Koden-cho since 800 years ago. A special skill is to shoot an arrow with a bow. In order to improve the accuracy of the bow and arrow, daily image training and mental unification in the sitting position are essential."
722	"所属：一般財団法人ふじよしだ観光振興サービス

富士吉田市のご当地グルメ、吉田のうどんのPRキャラクター。富士山山開きの日7月1日生まれの３才の女の子。チャームポイントは、しっかりと吉田のうどんが入っているカワイイどんぶり頭。"	"Affiliation: Fujiyoshida Tourism Promotion Service

Local gourmet of Fujiyoshida city, PR character of Yoshida's udon. Mt. Fuji opening day A 3-year-old girl born on July 1st. The charm point is the cute donburi head that contains Yoshida's udon."
723	"所属：栄光商事

浦幌町のマスコットキャラクター！僕たち、私達は町のＰＲ活動に奮闘中！見かけたら応援よろしくね♪"	"Affiliation: Glory Trading

A mascot character from Uraboro town! We are struggling with PR activities in the town! If you see it, please support me♪"
724	"所属：堺・緑のミュージアム　ハーベストの丘

大阪堺にある、農業公園「ハーベストの丘」のキャラクターみのりちゃん♪楽しいことが大好きなみのりちゃん♪可愛い笑顔でお子様に大人気！！"	"Affiliation: Sakai Green Museum Harvest Hill

Minori-chan, the character of the agricultural park ""Harvest no Oka"" in Sakai, Osaka ♪ Minori-chan who loves fun ♪ She has a cute smile and is very popular with children! !"
725	"所属：NPO法人ユニバーサル・サウンドデザイン

きこえの森に住むミミーだよ！まわりに耳の不自由な人がたくさんいる事を知って、「耳の事」「聴こえの事」ついて勉強しているんだ！耳を大切にする事をたくさんの人に伝えていきたいんだ！"	"Affiliation: NPO Universal Sound Design

It's Mimmy who lives in Kikoe no Mori! Knowing that there are many deaf people around me, I am studying about ""earing"" and ""hearing""! I want to tell a lot of people that I value my ears!"
726	"所属：東海村観光協会

茨城県の東海村の名産「さつまいも」のマスコットキャラクター。イモゾーという名前は愛称で，本名は「芋畑富蔵（いもばたけとみぞう）」。実は大家族で，なんと芋づる式に７人家族！"	"Affiliation: Tokai Village Tourism Association

A mascot character of the sweet potato, a specialty of Tokai village in Ibaraki prefecture. The name Imoso is nicknamed, and the real name is ""Imobata Mizo"". Actually, it's a big family, and there is a family of 7 people in a sweet potato!"
727	"所属：寄居町商工会

寄居町商工会青年部のゆるキャラ乙姫ちゃん。大きい瞳と厚い唇、頭のカタクリの花がかわいいでしょ？最近のマイブームは青年部がイベント出店で作ってる戦国ハーぶ～丼よ～。昨年に引き続きよろしくね。"	"Affiliation: Yorii Town Chamber of Commerce

Otohime-chan, a loose character from the Yorii-cho Chamber of Commerce and Industry. The big eyes, the thick lips, and the flowers on the head are cute, right? The recent my boom is Sengoku Haru-bowl that the youth department is making at the event store. Nice to meet you last year."
728	"所属：木曽義仲・巴と宮崎太郎あさひ塾

平安時代、木曽義仲や巴御前と縁を深め活躍した朝日町の豪族「宮崎太郎」のイメージキャラ。北陸新幹線が開業し盛り上がる富山県で様々なイベントにも参加しつつ、地域の皆さんとの交流を深めています。"	"Affiliation: Yoshinaka Kiso, Tomoe and Taro Miyazaki Asahi Juku

An image character of Taro Miyazaki, a family member of the Asahi town, who played an active role in deepening relationships with Yoshinaka Kiso and Tomoe Mae in the Heian period. While participating in various events in Toyama Prefecture, where the Hokuriku Shinkansen opens and excites, we are deepening our interaction with the local community."
729	所属：小矢部市役所観光振興課	Affiliation: Tourism Promotion Division, Oyabe City Hall
730	所属：鬼怒川・川治温泉観光協会	Affiliation: Kinugawa/Kawaji Onsen Tourism Association
731	"所属：鳩山町

鳩山の「ハート」と音の調子の「トーン」を合わせたはーとんです！チャームポイントは町の花でもある「ツツジ」だよ！趣味は食べること！だからお腹もまん丸なの♪特に鳩山の特産品が大好きな３歳の女の子です！"	"Affiliation: Hatoyama Town

Hatoyama combines Hatoyama's ""heart"" with the tone of the sound! The charm point is the ""azalea,"" which is also a flower in the town! My hobby is eating! That's why my stomach is so round♪ I'm a 3-year-old girl who especially loves Hatoyama's special products!"
732	"所属：基山町

基山町の「きやまん」です！基山町の豊かな自然と基肄城（きいじょう）を守る防人をイメージして誕生しました。鎧が重くて動きはゆるやかだけど、基山町のＰＲには迅速に駆けつけます♪～きやまんからのメッセージ～『来年は基肄城ができて１３５０年！　これから忙しくなるばってん頑張るたい☆』"	"Affiliation: Kiyama Town

This is Kiyamaman from Kiyama! It was born with the image of a guardian who protects Kiyama's rich nature and Kijo. Although the armor is heavy and the movement is gentle, I can quickly come to PR in Kiyama-cho ♪ ~ Message from Kiyaman ~ ""1350 has been the next year! I want to do my best to keep myself busy from now on☆”"
733	"所属：一般社団法人日向市観光協会

テンテコテン♪のリズムでお馴染みひょっとこ踊りが有名な日向市。日向ひょっとこ踊りをＰＲするために誕生したひょう助。特技はもちろん、ひょっとこ踊り！そして何といってもプリティなお尻がチャームポイントです。"	"Affiliation: Hyuga City Tourism Association

Hyuga City is famous for its hyottoko dance, which is familiar with the rhythm of tentekoten. Hyosuke was born to promote the Hyuga Hyottoko Dance. Of course, you can dance specially! And the charm point is the pretty butt."
734	所属：株式会社パワフルジャパン十和田	Affiliation: Powerful Japan Towada Co., Ltd.
735	"所属：うきは市

ぼくは、フルーツ王国うきは市に住む柿の妖精、うきぴー！うきは市の「う」にセットしたヘアスタイルがチャームポイント。応援してくれたら、うきうきハッピー♪"	"Affiliation: Ukiha City

I'm Ukipi, a fairy of persimmons living in the fruit kingdom Ukiha! Ukiha's charm is the hairstyle set on the city's ""U"". If you support me, I'm happy!"
736	所属：第１０回全国和牛能力共進会長崎県大会	Affiliation: 10th National Wagyu Ability Co-Promotion Chairman, Saki Prefecture
737	"所属：横浜市戸塚区

戸塚区のマスコットウナシーは、「浜なし」が大好きで心優しい、のんびりやの牛です♪ピンク、青、緑、茶、黄、赤など体の斑点の色が戸塚区の名所や名物を表し、いつも愛らしい顔で体を張って区のPRをしています。"	"Affiliation: Totsuka Ward, Yokohama City

Totsuka Ward's mascot Unasi is a leisurely beef that loves ""Hama-nashi"" and is kind-hearted♪ Pink, blue, green, brown, yellow, and red spot colors represent Totsuka's famous sights and specialties. , I'm always promoting my ward with a lovely face."
962	"所属：日本コープ共済生活協同組合連合会

ぼくは、全国の生協（コープ）でＣＯ･ＯＰ共済を広めているクマの職員「コーすけ」なのだ。初めてのゆるキャラグランプリ参加で緊張するけど、もっとたくさんの人に知ってもらいたいのだ。投票よろしくなのだ！"	"Affiliation: Nippon Coop Mutual Aid Cooperative Association

I am a bear employee, ""Kosuke,"" who is spreading CO/OP mutual aid at co-ops across the country. I'm nervous when I participate in the first Yuru Chara Grand Prix, but I want more people to know. Please vote!"
